  0.0000000e+000  9.9883321e-001
  8.0000000e+000  1.0046976e+000
  1.6000000e+001  9.8250357e-001
  2.4000000e+001  9.8214372e-001
  3.2000000e+001  9.9680531e-001
  4.0000000e+001  9.7949277e-001
  4.8000000e+001  9.7856692e-001
  5.6000000e+001  9.9801734e-001
  6.4000000e+001  9.8378527e-001
  7.2000000e+001  9.9080301e-001
  8.0000000e+001  9.9440138e-001
  8.8000000e+001  9.7396679e-001
  9.6000000e+001  9.8715755e-001
  1.0400000e+002  9.7992410e-001
  1.1200000e+002  9.9459341e-001
  1.2000000e+002  9.4676209e-001
  1.2800000e+002  9.6789303e-001
  1.3600000e+002  9.6903655e-001
  1.4400000e+002  9.7896954e-001
  1.5200000e+002  9.7376782e-001
  1.6000000e+002  9.3979253e-001
  1.6800000e+002  9.5993218e-001
  1.7600000e+002  9.3383482e-001
  1.8400000e+002  9.5337187e-001
  1.9200000e+002  9.6038564e-001
  2.0000000e+002  9.6262302e-001
  2.0800000e+002  9.5080988e-001
  2.1600000e+002  9.3379448e-001
  2.2400000e+002  9.4545715e-001
  2.3200000e+002  9.5761886e-001
  2.4000000e+002  9.3688574e-001
  2.4800000e+002  9.2134386e-001
  2.5600000e+002  9.1019882e-001
  2.6400000e+002  9.4150517e-001
  2.7200000e+002  9.2545629e-001
  2.8000000e+002  9.3451494e-001
  2.8800000e+002  9.2687800e-001
  2.9600000e+002  9.1353869e-001
  3.0400000e+002  9.1419496e-001
  3.1200000e+002  9.2859763e-001
  3.2000000e+002  9.1614951e-001
  3.2800000e+002  8.9444740e-001
  3.3600000e+002  9.2001084e-001
  3.4400000e+002  9.1077928e-001
  3.5200000e+002  9.0698437e-001
  3.6000000e+002  8.7744390e-001
  3.6800000e+002  8.9462062e-001
  3.7600000e+002  8.9127672e-001
  3.8400000e+002  8.9370277e-001
  3.9200000e+002  8.8764391e-001
  4.0000000e+002  8.8065668e-001
  4.0800000e+002  8.6262993e-001
  4.1600000e+002  8.8167492e-001
  4.2400000e+002  8.7093105e-001
  4.3200000e+002  8.7308439e-001
  4.4000000e+002  8.6541163e-001
  4.4800000e+002  8.6371541e-001
  4.5600000e+002  8.5329255e-001
  4.6400000e+002  8.5802578e-001
  4.7200000e+002  8.5494026e-001
  4.8000000e+002  8.5386340e-001
  4.8800000e+002  8.4630373e-001
  4.9600000e+002  8.3071027e-001
  5.0400000e+002  8.5332568e-001
  5.1200000e+002  8.2078124e-001
  5.2000000e+002  8.3739923e-001
  5.2800000e+002  8.1959867e-001
  5.3600000e+002  8.2729781e-001
  5.4400000e+002  8.2094842e-001
  5.5200000e+002  8.3734544e-001
  5.6000000e+002  8.1179254e-001
  5.6800000e+002  8.2306227e-001
  5.7600000e+002  8.1421251e-001
  5.8400000e+002  8.2304059e-001
  5.9200000e+002  8.1008143e-001
  6.0000000e+002  8.1917184e-001
  6.0800000e+002  7.8132827e-001
  6.1600000e+002  7.9814230e-001
  6.2400000e+002  7.7294450e-001
  6.3200000e+002  7.9619596e-001
  6.4000000e+002  7.7963592e-001
  6.4800000e+002  7.7172232e-001
  6.5600000e+002  7.7507401e-001
  6.6400000e+002  7.6268359e-001
  6.7200000e+002  7.8148633e-001
  6.8000000e+002  7.6012494e-001
  6.8800000e+002  7.8291987e-001
  6.9600000e+002  7.7755004e-001
  7.0400000e+002  7.4866829e-001
  7.1200000e+002  7.5116835e-001
  7.2000000e+002  7.5360142e-001
  7.2800000e+002  7.5692580e-001
  7.3600000e+002  7.5917038e-001
  7.4400000e+002  7.6474041e-001
  7.5200000e+002  7.4378899e-001
  7.6000000e+002  7.5542682e-001
  7.6800000e+002  7.2988232e-001
  7.7600000e+002  7.3890454e-001
  7.8400000e+002  7.4538659e-001
  7.9200000e+002  7.3904608e-001
  8.0000000e+002  7.0849959e-001
  8.0800000e+002  7.2438756e-001
  8.1600000e+002  7.0929770e-001
  8.2400000e+002  7.1041073e-001
  8.3200000e+002  7.0031556e-001
  8.4000000e+002  7.1449053e-001
  8.4800000e+002  6.9873735e-001
  8.5600000e+002  6.9705749e-001
  8.6400000e+002  7.0540856e-001
  8.7200000e+002  7.1705716e-001
  8.8000000e+002  7.0470015e-001
  8.8800000e+002  6.7342829e-001
  8.9600000e+002  6.9034584e-001
  9.0400000e+002  6.6394471e-001
  9.1200000e+002  6.7928526e-001
  9.2000000e+002  6.8344048e-001
  9.2800000e+002  6.5273470e-001
  9.3600000e+002  6.6862209e-001
  9.4400000e+002  6.6223398e-001
  9.5200000e+002  6.6203201e-001
  9.6000000e+002  6.6734308e-001
  9.6800000e+002  6.5611275e-001
  9.7600000e+002  6.7272573e-001
  9.8400000e+002  6.5027492e-001
  9.9200000e+002  6.5988888e-001
  1.0000000e+003  6.6193601e-001
  1.0080000e+003  6.4174692e-001
  1.0160000e+003  6.2798828e-001
  1.0240000e+003  6.5004083e-001
  1.0320000e+003  6.3043654e-001
  1.0400000e+003  6.4513481e-001
  1.0480000e+003  6.2061533e-001
  1.0560000e+003  6.3892015e-001
  1.0640000e+003  6.3865862e-001
  1.0720000e+003  6.3307632e-001
  1.0800000e+003  6.1612704e-001
  1.0880000e+003  6.3021722e-001
  1.0960000e+003  6.3714315e-001
  1.1040000e+003  5.9784293e-001
  1.1120000e+003  6.2691923e-001
  1.1200000e+003  6.0779640e-001
  1.1280000e+003  5.9746975e-001
  1.1360000e+003  5.8733046e-001
  1.1440000e+003  5.8627293e-001
  1.1520000e+003  6.0156448e-001
  1.1600000e+003  5.9248172e-001
  1.1680000e+003  6.2144518e-001
  1.1760000e+003  5.8411558e-001
  1.1840000e+003  6.0384330e-001
  1.1920000e+003  6.0175563e-001
  1.2000000e+003  5.8589835e-001
  1.2080000e+003  5.9832732e-001
  1.2160000e+003  5.8373527e-001
  1.2240000e+003  5.8649808e-001
  1.2320000e+003  5.6315060e-001
  1.2400000e+003  5.8703098e-001
  1.2480000e+003  5.7467842e-001
  1.2560000e+003  5.6974841e-001
  1.2640000e+003  5.7552051e-001
  1.2720000e+003  5.6740426e-001
  1.2800000e+003  5.6356422e-001
  1.2880000e+003  5.6830620e-001
  1.2960000e+003  5.5212277e-001
  1.3040000e+003  5.5511118e-001
  1.3120000e+003  5.5468195e-001
  1.3200000e+003  5.5607171e-001
  1.3280000e+003  5.6727101e-001
  1.3360000e+003  5.5151868e-001
  1.3440000e+003  5.5006059e-001
  1.3520000e+003  5.5433913e-001
  1.3600000e+003  5.4966281e-001
  1.3680000e+003  5.5814706e-001
  1.3760000e+003  5.4491392e-001
  1.3840000e+003  5.4000134e-001
  1.3920000e+003  5.3491511e-001
  1.4000000e+003  5.4087227e-001
  1.4080000e+003  5.6064705e-001
  1.4160000e+003  5.3577584e-001
  1.4240000e+003  5.2585829e-001
  1.4320000e+003  5.3483744e-001
  1.4400000e+003  5.2519351e-001
  1.4480000e+003  5.1746179e-001
  1.4560000e+003  5.0628204e-001
  1.4640000e+003  5.1646201e-001
  1.4720000e+003  5.3138865e-001
  1.4800000e+003  5.2101879e-001
  1.4880000e+003  5.1442070e-001
  1.4960000e+003  5.0396054e-001
  1.5040000e+003  5.0856467e-001
  1.5120000e+003  5.1442106e-001
  1.5200000e+003  5.2591042e-001
  1.5280000e+003  5.0589797e-001
  1.5360000e+003  5.0963000e-001
  1.5440000e+003  5.2956146e-001
  1.5520000e+003  5.1298128e-001
  1.5600000e+003  4.9551454e-001
  1.5680000e+003  4.9517479e-001
  1.5760000e+003  5.0195562e-001
  1.5840000e+003  4.9810230e-001
  1.5920000e+003  5.0800659e-001
  1.6000000e+003  5.0645826e-001
  1.6080000e+003  4.9520380e-001
  1.6160000e+003  5.1543586e-001
  1.6240000e+003  4.9391691e-001
  1.6320000e+003  4.9830131e-001
  1.6400000e+003  4.8834386e-001
  1.6480000e+003  4.8316123e-001
  1.6560000e+003  4.8088781e-001
  1.6640000e+003  4.7346356e-001
  1.6720000e+003  4.7526380e-001
  1.6800000e+003  4.9074026e-001
  1.6880000e+003  4.8213648e-001
  1.6960000e+003  4.8093042e-001
  1.7040000e+003  4.6840216e-001
  1.7120000e+003  4.7283170e-001
  1.7200000e+003  4.6748961e-001
  1.7280000e+003  4.6423811e-001
  1.7360000e+003  4.7313611e-001
  1.7440000e+003  4.7691874e-001
  1.7520000e+003  4.8990302e-001
  1.7600000e+003  4.6517144e-001
  1.7680000e+003  4.8729032e-001
  1.7760000e+003  4.6992833e-001
  1.7840000e+003  4.6343159e-001
  1.7920000e+003  4.5506121e-001
  1.8000000e+003  4.3157165e-001
  1.8080000e+003  4.6313280e-001
  1.8160000e+003  4.6431044e-001
  1.8240000e+003  4.7230935e-001
  1.8320000e+003  4.5805664e-001
  1.8400000e+003  4.4789223e-001
  1.8480000e+003  4.5625356e-001
  1.8560000e+003  4.4848769e-001
  1.8640000e+003  4.4298403e-001
  1.8720000e+003  4.5167708e-001
  1.8800000e+003  4.5664877e-001
  1.8880000e+003  4.4487730e-001
  1.8960000e+003  4.5124286e-001
  1.9040000e+003  4.5108245e-001
  1.9120000e+003  4.5043742e-001
  1.9200000e+003  4.3794647e-001
  1.9280000e+003  4.3648921e-001
  1.9360000e+003  4.5827674e-001
  1.9440000e+003  4.6359185e-001
  1.9520000e+003  4.4017270e-001
  1.9600000e+003  4.5437512e-001
  1.9680000e+003  4.4065309e-001
  1.9760000e+003  4.4080715e-001
  1.9840000e+003  4.5761531e-001
  1.9920000e+003  4.3475724e-001
  2.0000000e+003  4.3196770e-001
  2.0080000e+003  4.3924004e-001
  2.0160000e+003  4.2907933e-001
  2.0240000e+003  4.2040528e-001
  2.0320000e+003  4.1576302e-001
  2.0400000e+003  4.4879110e-001
  2.0480000e+003  4.2633523e-001
  2.0560000e+003  4.4298361e-001
  2.0640000e+003  4.3241704e-001
  2.0720000e+003  4.3978706e-001
  2.0800000e+003  4.3223812e-001
  2.0880000e+003  4.2080242e-001
  2.0960000e+003  4.2140061e-001
  2.1040000e+003  4.3677239e-001
  2.1120000e+003  4.2219967e-001
  2.1200000e+003  4.4380474e-001
  2.1280000e+003  4.2059739e-001
  2.1360000e+003  4.2028931e-001
  2.1440000e+003  4.2005491e-001
  2.1520000e+003  4.2125361e-001
  2.1600000e+003  4.2570770e-001
  2.1680000e+003  4.1871878e-001
  2.1760000e+003  4.2319294e-001
  2.1840000e+003  4.2204162e-001
  2.1920000e+003  4.2508972e-001
  2.2000000e+003  4.1205871e-001
  2.2080000e+003  4.2440807e-001
  2.2160000e+003  4.0544787e-001
  2.2240000e+003  4.0439860e-001
  2.2320000e+003  4.0721033e-001
  2.2400000e+003  3.9622306e-001
  2.2480000e+003  4.1229210e-001
  2.2560000e+003  4.0334186e-001
  2.2640000e+003  4.2452286e-001
  2.2720000e+003  4.2453460e-001
  2.2800000e+003  3.9947221e-001
  2.2880000e+003  4.1284786e-001
  2.2960000e+003  4.1135539e-001
  2.3040000e+003  4.1971982e-001
  2.3120000e+003  3.9855355e-001
  2.3200000e+003  4.1390176e-001
  2.3280000e+003  4.1204261e-001
  2.3360000e+003  3.8776170e-001
  2.3440000e+003  4.2687811e-001
  2.3520000e+003  3.9407330e-001
  2.3600000e+003  3.9542774e-001
  2.3680000e+003  4.1423768e-001
  2.3760000e+003  4.0143354e-001
  2.3840000e+003  3.8935337e-001
  2.3920000e+003  3.9897031e-001
  2.4000000e+003  4.0671595e-001
