 -1.2800000e-001  5.5677872e-001  5.8529357e-001 -7.0222316e-002
 -1.2000000e-001  5.5125122e-001  5.8471441e-001 -6.5716755e-002
 -1.1200000e-001  5.3803848e-001  5.8413582e-001 -5.5120728e-002
 -1.0400000e-001  5.3360885e-001  5.8355781e-001 -5.3447813e-002
 -9.6000000e-002  5.2683078e-001  5.8298037e-001 -4.2060346e-002
 -8.8000000e-002  5.1479110e-001  5.8240350e-001 -3.6508727e-002
 -8.0000000e-002  5.1296617e-001  5.8182720e-001 -3.5843450e-002
 -7.2000000e-002  5.0890098e-001  5.8125147e-001 -3.6335115e-002
 -6.4000000e-002  5.1225217e-001  5.8067631e-001 -3.5448287e-002
 -5.6000000e-002  5.3124758e-001  5.8010172e-001 -2.7126254e-002
 -4.8000000e-002  5.5371518e-001  5.7952770e-001 -3.4712795e-002
 -4.0000000e-002  5.9534551e-001  5.7895424e-001 -3.7089377e-002
 -3.2000000e-002  6.6358644e-001  5.7838136e-001 -4.2541453e-002
 -2.4000000e-002  7.5041248e-001  5.7780904e-001 -4.7329445e-002
 -1.6000000e-002  8.4790085e-001  5.7723728e-001 -5.6602845e-002
 -8.0000000e-003  9.5217735e-001  5.7666610e-001 -5.8308433e-002
  0.0000000e+000  1.0000000e+000  5.7609547e-001 -4.6441255e-002
  8.0000000e-003  9.9832538e-001  5.7552542e-001 -3.4197332e-002
  1.6000000e-002  9.3141486e-001  5.7495592e-001 -2.5781319e-002
  2.4000000e-002  8.3083904e-001  5.7438699e-001 -1.4342383e-002
  3.2000000e-002  7.2491271e-001  5.7381863e-001 -1.1312735e-002
  4.0000000e-002  6.4168644e-001  5.7325082e-001 -8.9409906e-003
  4.8000000e-002  5.7973978e-001  5.7268358e-001 -8.4778832e-003
  5.6000000e-002  5.4516278e-001  5.7211690e-001 -6.3819971e-003
  6.4000000e-002  5.1917577e-001  5.7155078e-001 -9.6633317e-003
  7.2000000e-002  5.1436191e-001  5.7098522e-001 -7.2752594e-003
  8.0000000e-002  5.1123756e-001  5.7042022e-001 -5.9119816e-003
  8.8000000e-002  5.1870307e-001  5.6985577e-001 -1.3613358e-002
  9.6000000e-002  5.2865794e-001  5.6929189e-001 -9.7360336e-003
  1.0400000e-001  5.3180523e-001  5.6872857e-001 -1.3466608e-002
  1.1200000e-001  5.3535160e-001  5.6816580e-001 -5.5236869e-003
  1.2000000e-001  5.4274829e-001  5.6760359e-001 -7.6131819e-003
  1.2800000e-001  5.5145681e-001  5.6704193e-001 -9.4573174e-003
  1.3600000e-001  5.5687018e-001  5.6648083e-001 -1.1563266e-002
  1.4400000e-001  5.6531706e-001  5.6592029e-001 -1.0893835e-002
  1.5200000e-001  5.6373886e-001  5.6536030e-001 -9.7171192e-003
  1.6000000e-001  5.6929793e-001  5.6480087e-001 -8.9940300e-003
  1.6800000e-001  5.6617827e-001  5.6424198e-001 -9.2287717e-003
