  0.0000000e+000  9.9565013e-001  6.1342537e-001  1.3178598e-001
  3.2000000e-002  1.0078624e+000  6.1323490e-001  1.1348308e-001
  6.4000000e-002  9.7126166e-001  6.1304450e-001  1.0888195e-001
  9.6000000e-002  9.7915534e-001  6.1285415e-001  9.6317062e-002
  1.2800000e-001  9.5936450e-001  6.1266386e-001  7.7167061e-002
  1.6000000e-001  9.5334372e-001  6.1247363e-001  7.6170789e-002
  1.9200000e-001  9.4002684e-001  6.1228346e-001  5.5256551e-002
  2.2400000e-001  9.2310959e-001  6.1209335e-001  4.6056972e-002
  2.5600000e-001  9.0792904e-001  6.1190330e-001  4.0983564e-002
  2.8800000e-001  9.1289646e-001  6.1171330e-001  2.9763525e-002
  3.2000000e-001  8.8993161e-001  6.1152337e-001  3.1817705e-002
  3.5200000e-001  8.8708692e-001  6.1133349e-001  3.3219271e-002
  3.8400000e-001  8.9310380e-001  6.1114367e-001  3.3349154e-002
  4.1600000e-001  9.0396750e-001  6.1095392e-001  3.6105456e-002
  4.4800000e-001  8.9058140e-001  6.1076422e-001  4.0136961e-002
  4.8000000e-001  8.8371910e-001  6.1057458e-001  4.0947789e-002
  5.1200000e-001  8.7930562e-001  6.1038500e-001  3.9709170e-002
  5.4400000e-001  8.6976593e-001  6.1019547e-001  4.0001624e-002
  5.7600000e-001  8.6163875e-001  6.1000601e-001  3.6707825e-002
  6.0800000e-001  8.5647227e-001  6.0981661e-001  3.2078714e-002
  6.4000000e-001  8.5192636e-001  6.0962726e-001  3.6961335e-002
  6.7200000e-001  8.4965781e-001  6.0943797e-001  3.2784732e-002
  7.0400000e-001  8.3072402e-001  6.0924874e-001  2.2970635e-002
  7.3600000e-001  8.4696278e-001  6.0905957e-001  2.2485704e-002
  7.6800000e-001  8.2976785e-001  6.0887046e-001  2.7262154e-002
  8.0000000e-001  8.2622501e-001  6.0868141e-001  2.0407132e-002
  8.3200000e-001  8.2852873e-001  6.0849242e-001  2.1966306e-002
  8.6400000e-001  8.1894415e-001  6.0830348e-001  2.1258127e-002
  8.9600000e-001  8.2449489e-001  6.0811461e-001  3.1821029e-002
  9.2800000e-001  8.1445870e-001  6.0792579e-001  2.8333092e-002
  9.6000000e-001  8.1592931e-001  6.0773703e-001  2.8063191e-002
  9.9200000e-001  7.9675984e-001  6.0754833e-001  2.6006357e-002
  1.0240000e+000  8.0290517e-001  6.0735969e-001  2.7742289e-002
  1.0560000e+000  7.9996246e-001  6.0717111e-001  3.1115726e-002
  1.0880000e+000  7.9243067e-001  6.0698258e-001  2.2943598e-002
  1.1200000e+000  7.9204154e-001  6.0679412e-001  2.0656474e-002
  1.1520000e+000  7.9503388e-001  6.0660571e-001  1.5012472e-002
  1.1840000e+000  7.8331278e-001  6.0641736e-001  1.4578592e-002
  1.2160000e+000  7.8669075e-001  6.0622907e-001  1.7877491e-002
  1.2480000e+000  7.7884729e-001  6.0604084e-001  1.9282880e-002
  1.2800000e+000  7.6733070e-001  6.0585266e-001  1.4820646e-002
  1.3120000e+000  7.7049996e-001  6.0566455e-001  1.3773203e-002
  1.3440000e+000  7.6762693e-001  6.0547649e-001  2.0196370e-002
  1.3760000e+000  7.5219166e-001  6.0528849e-001  2.3901572e-002
  1.4080000e+000  7.6178943e-001  6.0510055e-001  2.2091819e-002
  1.4400000e+000  7.5217246e-001  6.0491267e-001  2.5991148e-002
  1.4720000e+000  7.5065897e-001  6.0472485e-001  1.9375475e-002
  1.5040000e+000  7.3934333e-001  6.0453708e-001  1.7821564e-002
  1.5360000e+000  7.3627060e-001  6.0434938e-001  1.7926646e-002
  1.5680000e+000  7.3218337e-001  6.0416173e-001  2.1865978e-002
  1.6000000e+000  7.2800572e-001  6.0397414e-001  1.6481773e-002
  1.6320000e+000  7.2268596e-001  6.0378661e-001  1.5622195e-002
  1.6640000e+000  7.2121346e-001  6.0359913e-001  1.2889495e-002
  1.6960000e+000  7.1055435e-001  6.0341172e-001  1.3005858e-002
  1.7280000e+000  7.1026357e-001  6.0322436e-001  1.4569979e-002
  1.7600000e+000  7.0488833e-001  6.0303706e-001  6.8986480e-003
  1.7920000e+000  7.0852708e-001  6.0284982e-001  1.2757022e-002
  1.8240000e+000  6.9801199e-001  6.0266264e-001  1.4760289e-002
  1.8560000e+000  7.0489906e-001  6.0247551e-001  1.4450365e-002
  1.8880000e+000  6.9982078e-001  6.0228845e-001  1.4622006e-002
  1.9200000e+000  6.9558297e-001  6.0210144e-001  1.9813594e-002
  1.9520000e+000  6.8380330e-001  6.0191449e-001  1.0328784e-002
  1.9840000e+000  6.9484301e-001  6.0172760e-001  1.5241134e-002
