  0.0000000e+000  9.8154851e-001  1.0000000e+000
  8.0000000e-003  9.8979493e-001  9.9993631e-001
  1.6000000e-002  9.8377828e-001  9.9974532e-001
  2.4000000e-002  9.8893723e-001  9.9942727e-001
  3.2000000e-002  9.9353880e-001  9.9898257e-001
  4.0000000e-002  1.0000000e+000  9.9841178e-001
  4.8000000e-002  9.9497907e-001  9.9771563e-001
  5.6000000e-002  9.8157660e-001  9.9689501e-001
  6.4000000e-002  9.8748556e-001  9.9595095e-001
  7.2000000e-002  9.7969186e-001  9.9488464e-001
  8.0000000e-002  9.7008131e-001  9.9369743e-001
  8.8000000e-002  9.8158469e-001  9.9239080e-001
  9.6000000e-002  9.8071749e-001  9.9096638e-001
  1.0400000e-001  9.8133660e-001  9.8942594e-001
  1.1200000e-001  9.7384643e-001  9.8777140e-001
  1.2000000e-001  9.7971822e-001  9.8600478e-001
  1.2800000e-001  9.6693594e-001  9.8412824e-001
  1.3600000e-001  9.8684329e-001  9.8214407e-001
  1.4400000e-001  9.7636716e-001  9.8005466e-001
  1.5200000e-001  9.6780057e-001  9.7786253e-001
  1.6000000e-001  9.5697704e-001  9.7557027e-001
  1.6800000e-001  9.6856802e-001  9.7318059e-001
  1.7600000e-001  9.6573959e-001  9.7069630e-001
  1.8400000e-001  9.6750015e-001  9.6812028e-001
  1.9200000e-001  9.5945694e-001  9.6545549e-001
  2.0000000e-001  9.3826077e-001  9.6270497e-001
  2.0800000e-001  9.4237165e-001  9.5987182e-001
  2.1600000e-001  9.2865255e-001  9.5695920e-001
  2.2400000e-001  9.4995454e-001  9.5397032e-001
  2.3200000e-001  9.5661765e-001  9.5090845e-001
  2.4000000e-001  9.2824601e-001  9.4777688e-001
  2.4800000e-001  9.4378169e-001  9.4457894e-001
  2.5600000e-001  9.4931559e-001  9.4131800e-001
  2.6400000e-001  9.3156617e-001  9.3799742e-001
  2.7200000e-001  9.2622651e-001  9.3462061e-001
  2.8000000e-001  9.2622063e-001  9.3119095e-001
  2.8800000e-001  9.1785930e-001  9.2771186e-001
  2.9600000e-001  9.2605478e-001  9.2418671e-001
  3.0400000e-001  9.2267202e-001  9.2061889e-001
  3.1200000e-001  9.1571745e-001  9.1701176e-001
  3.2000000e-001  9.0734453e-001  9.1336868e-001
  3.2800000e-001  8.9671080e-001  9.0969294e-001
  3.3600000e-001  8.9715315e-001  9.0598784e-001
  3.4400000e-001  9.2187780e-001  9.0225662e-001
  3.5200000e-001  8.9039791e-001  8.9850247e-001
  3.6000000e-001  8.9922506e-001  8.9472855e-001
  3.6800000e-001  8.8447422e-001  8.9093797e-001
  3.7600000e-001  8.8994660e-001  8.8713377e-001
  3.8400000e-001  9.0717988e-001  8.8331894e-001
  3.9200000e-001  9.0071714e-001  8.7949641e-001
  4.0000000e-001  8.7055492e-001  8.7566904e-001
  4.0800000e-001  8.6058232e-001  8.7183961e-001
  4.1600000e-001  8.7753742e-001  8.6801086e-001
  4.2400000e-001  8.8571672e-001  8.6418542e-001
  4.3200000e-001  8.5621469e-001  8.6036588e-001
  4.4000000e-001  8.6274290e-001  8.5655473e-001
  4.4800000e-001  8.6510215e-001  8.5275438e-001
  4.5600000e-001  8.6999256e-001  8.4896717e-001
  4.6400000e-001  8.6055361e-001  8.4519536e-001
  4.7200000e-001  8.5693063e-001  8.4144111e-001
  4.8000000e-001  8.5783219e-001  8.3770652e-001
  4.8800000e-001  8.5008371e-001  8.3399359e-001
  4.9600000e-001  8.4731177e-001  8.3030424e-001
  5.0400000e-001  8.2780725e-001  8.2664032e-001
  5.1200000e-001  8.3681627e-001  8.2300358e-001
  5.2000000e-001  8.5788921e-001  8.1939568e-001
  5.2800000e-001  8.1747075e-001  8.1581823e-001
  5.3600000e-001  8.2961127e-001  8.1227272e-001
  5.4400000e-001  8.1623675e-001  8.0876059e-001
  5.5200000e-001  8.2298628e-001  8.0528319e-001
  5.6000000e-001  8.0824150e-001  8.0184178e-001
  5.6800000e-001  8.1942623e-001  7.9843756e-001
  5.7600000e-001  7.9855851e-001  7.9507164e-001
  5.8400000e-001  8.0467061e-001  7.9174507e-001
  5.9200000e-001  8.0611354e-001  7.8845882e-001
  6.0000000e-001  7.9272320e-001  7.8521379e-001
  6.0800000e-001  7.8566700e-001  7.8201081e-001
  6.1600000e-001  7.9948942e-001  7.7885064e-001
