  -9.6000000e-02   7.8164939e-01   6.5981117e-01   1.3790274e-02
  -8.0000000e-02   8.0678944e-01   6.5908296e-01   1.2907532e-02
  -6.4000000e-02   8.4585270e-01   6.5835555e-01   2.1203004e-02
  -4.8000000e-02   9.0626781e-01   6.5762895e-01   2.6182191e-02
  -3.2000000e-02   9.6707623e-01   6.5690315e-01   3.2527797e-02
  -1.6000000e-02   9.7588131e-01   6.5617815e-01   5.4267973e-02
   0.0000000e+00   1.0000000e+00   6.5545395e-01   3.3636598e-02
   1.6000000e-02   9.7842180e-01   6.5473056e-01   4.2150641e-02
   3.2000000e-02   9.6251186e-01   6.5400795e-01   4.2184139e-02
   4.8000000e-02   9.0245178e-01   6.5328615e-01   3.8485263e-02
   6.4000000e-02   8.5264610e-01   6.5256514e-01   3.3015780e-02
   8.0000000e-02   8.2524762e-01   6.5184493e-01   2.8135925e-02
   9.6000000e-02   7.7313878e-01   6.5112552e-01   1.9801948e-02
   1.1200000e-01   7.6216454e-01   6.5040689e-01   9.6090079e-03
   1.2800000e-01   7.2986938e-01   6.4968907e-01   2.0170197e-02
   1.4400000e-01   7.2791717e-01   6.4897203e-01   1.4522126e-02
   1.6000000e-01   7.1727664e-01   6.4825578e-01   1.1040866e-02
   1.7600000e-01   7.1128955e-01   6.4754033e-01   1.8324416e-02
   1.9200000e-01   6.9581394e-01   6.4682566e-01  -3.2101898e-03
   2.0800000e-01   6.9837719e-01   6.4611179e-01   1.4050196e-02
   2.2400000e-01   6.9217268e-01   6.4539870e-01   1.5740512e-02
   2.4000000e-01   6.9403110e-01   6.4468640e-01   5.9418896e-03
   2.5600000e-01   6.9149436e-01   6.4397488e-01   8.3730040e-03
   2.7200000e-01   6.7688315e-01   6.4326415e-01   7.0438245e-03
   2.8800000e-01   6.8333773e-01   6.4255420e-01   1.0475586e-03
   3.0400000e-01   6.8657236e-01   6.4184504e-01   1.0489332e-02
   3.2000000e-01   6.6839405e-01   6.4113666e-01   8.6413823e-03
   3.3600000e-01   6.6009186e-01   6.4042906e-01   5.2754790e-03
   3.5200000e-01   6.4911704e-01   6.3972225e-01   1.4106916e-02
   3.6800000e-01   6.4654176e-01   6.3901621e-01   1.3612977e-03
   3.8400000e-01   6.3986958e-01   6.3831095e-01   2.3767332e-03
   4.0000000e-01   6.1940602e-01   6.3760647e-01   8.9008861e-03
   4.1600000e-01   6.2669721e-01   6.3690277e-01  -6.4860269e-05
   4.3200000e-01   6.1254632e-01   6.3619985e-01  -6.8943144e-03
   4.4800000e-01   6.2293769e-01   6.3549770e-01   4.1636501e-03
   4.6400000e-01   6.0888062e-01   6.3479632e-01  -2.4176400e-03
   4.8000000e-01   6.0345288e-01   6.3409572e-01   1.2005976e-03
   4.9600000e-01   5.9603022e-01   6.3339589e-01  -1.6028035e-03
   5.1200000e-01   6.1378227e-01   6.3269684e-01  -1.5989665e-03
   5.2800000e-01   5.9101086e-01   6.3199856e-01  -6.4296246e-03
   5.4400000e-01   6.1002595e-01   6.3130104e-01   3.4229142e-03
   5.6000000e-01   5.8106990e-01   6.3060430e-01   2.9233664e-03
   5.7600000e-01   5.9856888e-01   6.2990833e-01   8.9447191e-03
   5.9200000e-01   5.9559829e-01   6.2921312e-01  -6.3834680e-04
   6.0800000e-01   5.9956865e-01   6.2851868e-01   1.6561942e-03
   6.2400000e-01   5.9362956e-01   6.2782501e-01   7.0507629e-03
   6.4000000e-01   6.0851244e-01   6.2713210e-01  -9.3460134e-03
   6.5600000e-01   5.9544740e-01   6.2643996e-01  -1.0595735e-05
   6.7200000e-01   5.9918279e-01   6.2574859e-01  -1.3232526e-03
   6.8800000e-01   5.9328888e-01   6.2505797e-01  -9.4325446e-03
   7.0400000e-01   5.9988307e-01   6.2436812e-01   2.2984844e-03
   7.2000000e-01   5.9355231e-01   6.2367903e-01  -4.1831048e-03
   7.3600000e-01   6.1182549e-01   6.2299070e-01   3.1376296e-03
   7.5200000e-01   5.9491986e-01   6.2230313e-01   4.0140567e-03
   7.6800000e-01   6.0534243e-01   6.2161631e-01  -4.7519835e-03
   7.8400000e-01   5.8945476e-01   6.2093026e-01   3.5100250e-03
   8.0000000e-01   5.9845741e-01   6.2024496e-01   6.5267026e-03
   8.1600000e-01   5.9707013e-01   6.1956042e-01   1.5967505e-02
   8.3200000e-01   6.1416476e-01   6.1887664e-01   3.6827033e-04
   8.4800000e-01   5.9481883e-01   6.1819361e-01   5.9534986e-03
   8.6400000e-01   5.9321923e-01   6.1751133e-01  -1.3991695e-02
   8.8000000e-01   6.0257467e-01   6.1682981e-01   4.9116686e-03
   8.9600000e-01   6.0301265e-01   6.1614904e-01   4.8756115e-03
   9.1200000e-01   5.9920032e-01   6.1546902e-01   2.9702570e-04
   9.2800000e-01   6.1904680e-01   6.1478975e-01  -4.8809868e-03
   9.4400000e-01   6.1381784e-01   6.1411123e-01   8.3688256e-03
   9.6000000e-01   6.1357075e-01   6.1343345e-01  -5.3543592e-03
   9.7600000e-01   6.1737954e-01   6.1275643e-01  -7.6013020e-03
   9.9200000e-01   6.2201848e-01   6.1208016e-01  -5.7413309e-03
   1.0080000e+00   6.1011118e-01   6.1140463e-01  -1.0293339e-02
   1.0240000e+00   6.0693582e-01   6.1072984e-01   5.7882813e-04
   1.0400000e+00   6.1398187e-01   6.1005580e-01  -2.1600586e-03
   1.0560000e+00   6.0714196e-01   6.0938251e-01   5.2127679e-04
   1.0720000e+00   6.1301123e-01   6.0870996e-01   2.9905258e-03
   1.0880000e+00   6.2634135e-01   6.0803815e-01   5.2882111e-03
   1.1040000e+00   6.1127857e-01   6.0736708e-01   9.8985243e-03
   1.1200000e+00   6.0679479e-01   6.0669675e-01  -3.3892307e-03
   1.1360000e+00   6.1499762e-01   6.0602716e-01  -7.8739938e-03
   1.1520000e+00   6.2404811e-01   6.0535831e-01   6.9505063e-03
   1.1680000e+00   6.1283271e-01   6.0469020e-01   1.7606558e-03
   1.1840000e+00   6.1161299e-01   6.0402283e-01   5.4117866e-03
   1.2000000e+00   6.2247864e-01   6.0335619e-01   5.0333960e-04
   1.2160000e+00   6.2387729e-01   6.0269029e-01   1.9802939e-03
   1.2320000e+00   6.1151525e-01   6.0202513e-01  -2.0230690e-03
   1.2480000e+00   6.2507783e-01   6.0136069e-01  -3.1839397e-03
   1.2640000e+00   6.0356090e-01   6.0069700e-01   7.4032206e-03
   1.2800000e+00   6.2593424e-01   6.0003403e-01  -9.5623087e-03
   1.2960000e+00   6.1214196e-01   5.9937179e-01  -5.1263765e-04
   1.3120000e+00   6.1813279e-01   5.9871029e-01   1.1939806e-02
   1.3280000e+00   6.1032986e-01   5.9804952e-01   4.6723843e-04
   1.3440000e+00   6.1794238e-01   5.9738947e-01  -2.9073133e-04
   1.3600000e+00   6.1196387e-01   5.9673016e-01  -4.1554347e-03
   1.3760000e+00   6.0112500e-01   5.9607157e-01   8.5229492e-03
   1.3920000e+00   6.1813475e-01   5.9541371e-01   2.8889647e-03
   1.4080000e+00   5.9707578e-01   5.9475657e-01   2.9982916e-03
   1.4240000e+00   6.0571333e-01   5.9410016e-01  -4.4198193e-03
   1.4400000e+00   6.1539286e-01   5.9344448e-01  -3.0570343e-03
   1.4560000e+00   6.0360107e-01   5.9278951e-01   6.7291082e-03
   1.4720000e+00   6.1662652e-01   5.9213528e-01  -5.9476556e-03
   1.4880000e+00   6.0077286e-01   5.9148176e-01   3.6114817e-04
   1.5040000e+00   5.8882676e-01   5.9082896e-01  -5.5759664e-03
   1.5200000e+00   5.9993292e-01   5.9017689e-01   9.9686807e-04
   1.5360000e+00   5.8809185e-01   5.8952553e-01  -8.8161159e-03
   1.5520000e+00   5.9643045e-01   5.8887490e-01   4.2862939e-03
   1.5680000e+00   5.8858040e-01   5.8822498e-01  -1.8617074e-02
   1.5840000e+00   5.9177090e-01   5.8757578e-01  -5.2326861e-03
   1.6000000e+00   5.9443166e-01   5.8692729e-01   4.5032825e-03
   1.6160000e+00   6.0685849e-01   5.8627952e-01   1.3837274e-03
   1.6320000e+00   5.8046229e-01   5.8563247e-01  -4.0104509e-03
   1.6480000e+00   5.7507064e-01   5.8498613e-01  -3.7836546e-03
   1.6640000e+00   5.8612684e-01   5.8434050e-01   6.7638817e-03
   1.6800000e+00   5.8855289e-01   5.8369559e-01  -5.9655119e-03
   1.6960000e+00   5.7778833e-01   5.8305138e-01  -4.7496827e-03
   1.7120000e+00   5.8150365e-01   5.8240789e-01  -3.4684015e-03
   1.7280000e+00   5.6685387e-01   5.8176511e-01  -5.2943133e-04
   1.7440000e+00   5.8046140e-01   5.8112304e-01  -5.8982042e-03
   1.7600000e+00   5.6856204e-01   5.8048168e-01  -6.0488124e-03
   1.7760000e+00   5.8045693e-01   5.7984102e-01  -9.6448118e-03
   1.7920000e+00   5.6702707e-01   5.7920107e-01  -1.7433430e-02
   1.8080000e+00   5.7030112e-01   5.7856183e-01  -1.1572155e-02
   1.8240000e+00   5.6461769e-01   5.7792329e-01  -6.9834961e-03
   1.8400000e+00   5.7744814e-01   5.7728546e-01  -6.6251700e-03
   1.8560000e+00   5.7841927e-01   5.7664833e-01  -4.6857908e-03
   1.8720000e+00   5.7267993e-01   5.7601191e-01   1.1107656e-02
