   1.5000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5181058e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5362117e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5543175e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5724234e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5905292e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6086351e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6267409e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6448468e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6629526e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6810585e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6991643e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7172702e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7353760e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7534819e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7715877e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7896936e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8077994e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8259053e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8440111e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8621170e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8802228e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8983287e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9164345e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9345404e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9526462e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9707521e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9888579e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0069638e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0250696e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0431755e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0612813e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0793872e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0974930e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1155989e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1337047e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1518106e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1699164e+00   1.6395224e-06   0.0000000e+00   1.7491422e-04   1.6395224e-06
   2.1880223e+00   1.3521097e-05   0.0000000e+00   4.3541844e-04   1.3521097e-05
   2.2061281e+00   3.2166166e-05   0.0000000e+00   7.0828185e-04   3.2166166e-05
   2.2242340e+00   5.6286361e-05   0.0000000e+00   9.4823699e-04   5.6286361e-05
   2.2423398e+00   8.3089488e-05   0.0000000e+00   1.1305365e-03   8.3089488e-05
   2.2604457e+00   1.0728036e-04   0.0000000e+00   1.2454828e-03   1.0728036e-04
   2.2785515e+00   1.2826936e-04   0.0000000e+00   1.3009018e-03   1.2826936e-04
   2.2966574e+00   1.4640930e-04   0.0000000e+00   1.3136630e-03   1.4640930e-04
   2.3147632e+00   1.6182517e-04   0.0000000e+00   1.3038069e-03   1.6182517e-04
   2.3328691e+00   1.7956205e-04   0.0000000e+00   1.2949701e-03   1.7956205e-04
   2.3509749e+00   2.0500651e-04   0.0000000e+00   1.3055196e-03   2.0500651e-04
   2.3690808e+00   2.3851397e-04   0.0000000e+00   1.3407230e-03   2.3851397e-04
   2.3871866e+00   2.8138706e-04   0.0000000e+00   1.3995150e-03   2.8138706e-04
   2.4052925e+00   3.4018762e-04   0.0000000e+00   1.4822030e-03   3.4018762e-04
   2.4233983e+00   4.1703864e-04   0.0000000e+00   1.5843406e-03   4.1703864e-04
   2.4415042e+00   5.0461676e-04   0.0000000e+00   1.6938367e-03   5.0461676e-04
   2.4596100e+00   5.9688479e-04   0.0000000e+00   1.8022289e-03   5.9688479e-04
   2.4777159e+00   7.0005026e-04   0.0000000e+00   1.9152372e-03   7.0005026e-04
   2.4958217e+00   8.2764278e-04   0.0000000e+00   2.0471065e-03   8.2764278e-04
   2.5139276e+00   9.8856171e-04   0.0000000e+00   2.2079991e-03   9.8856171e-04
   2.5320334e+00   1.1860163e-03   0.0000000e+00   2.4024471e-03   1.1860163e-03
