 -1.3600000e-001  8.8402451e-001  1.0522183e+000 -3.2024198e-001
 -1.2800000e-001  8.9964894e-001  1.0489666e+000 -3.2353974e-001
 -1.2000000e-001  9.1039737e-001  1.0457248e+000 -3.0753310e-001
 -1.1200000e-001  9.2023217e-001  1.0424931e+000 -2.8680977e-001
 -1.0400000e-001  9.2208708e-001  1.0392714e+000 -2.6599591e-001
 -9.6000000e-002  9.3932700e-001  1.0360596e+000 -2.4777990e-001
 -8.8000000e-002  9.4881127e-001  1.0328578e+000 -2.2909115e-001
 -8.0000000e-002  9.5195817e-001  1.0296659e+000 -2.0895528e-001
 -7.2000000e-002  9.7044375e-001  1.0264838e+000 -1.9993872e-001
 -6.4000000e-002  9.6767328e-001  1.0233115e+000 -1.8571981e-001
 -5.6000000e-002  9.6976776e-001  1.0201491e+000 -1.7877398e-001
 -4.8000000e-002  9.8026864e-001  1.0169964e+000 -1.6209023e-001
 -4.0000000e-002  9.8697206e-001  1.0138535e+000 -1.5491562e-001
 -3.2000000e-002  9.8330050e-001  1.0107203e+000 -1.3399874e-001
 -2.4000000e-002  9.8914111e-001  1.0075968e+000 -1.4031892e-001
 -1.6000000e-002  9.9359555e-001  1.0044829e+000 -1.2523168e-001
 -8.0000000e-003  9.9935384e-001  1.0013786e+000 -1.1401893e-001
  0.0000000e+000  1.0000000e+000  9.9828398e-001 -1.1441884e-001
  8.0000000e-003  9.9932847e-001  9.9519889e-001 -1.1710037e-001
  1.6000000e-002  9.9384496e-001  9.9212332e-001 -9.7554647e-002
  2.4000000e-002  9.9838814e-001  9.8905727e-001 -8.4698157e-002
  3.2000000e-002  9.8828780e-001  9.8600069e-001 -8.4336492e-002
  4.0000000e-002  9.9380694e-001  9.8295355e-001 -7.8517367e-002
  4.8000000e-002  9.8185962e-001  9.7991583e-001 -7.3632356e-002
  5.6000000e-002  9.8422660e-001  9.7688750e-001 -7.2404108e-002
  6.4000000e-002  9.8318678e-001  9.7386853e-001 -6.3982882e-002
  7.2000000e-002  9.8189634e-001  9.7085889e-001 -6.2080382e-002
  8.0000000e-002  9.7111504e-001  9.6785855e-001 -6.8098313e-002
  8.8000000e-002  9.7375903e-001  9.6486748e-001 -5.9150054e-002
  9.6000000e-002  9.7309170e-001  9.6188565e-001 -5.7921357e-002
  1.0400000e-001  9.6609561e-001  9.5891304e-001 -6.1009280e-002
  1.1200000e-001  9.6896936e-001  9.5594962e-001 -5.2020492e-002
  1.2000000e-001  9.6946494e-001  9.5299535e-001 -4.8627011e-002
  1.2800000e-001  9.7452174e-001  9.5005021e-001 -4.3097837e-002
  1.3600000e-001  9.6596559e-001  9.4711418e-001 -4.1838931e-002
  1.4400000e-001  9.5763867e-001  9.4418722e-001 -4.3716792e-002
  1.5200000e-001  9.5408494e-001  9.4126930e-001 -4.4571256e-002
  1.6000000e-001  9.4553446e-001  9.3836041e-001 -3.9411317e-002
  1.6800000e-001  9.2815645e-001  9.3546050e-001 -3.1826298e-002
  1.7600000e-001  9.4192939e-001  9.3256955e-001 -3.1326970e-002
  1.8400000e-001  9.4236118e-001  9.2968754e-001 -3.2171906e-002
  1.9200000e-001  9.3321894e-001  9.2681444e-001 -3.0413722e-002
  2.0000000e-001  9.3845763e-001  9.2395021e-001 -2.9906800e-002
  2.0800000e-001  9.4002030e-001  9.2109483e-001 -3.8504205e-002
  2.1600000e-001  9.2308921e-001  9.1824828e-001 -3.2200482e-002
  2.2400000e-001  9.2108630e-001  9.1541053e-001 -3.3516119e-002
  2.3200000e-001  9.0969886e-001  9.1258155e-001 -2.9746549e-002
  2.4000000e-001  9.2280727e-001  9.0976131e-001 -3.2690057e-002
  2.4800000e-001  9.2285102e-001  9.0694978e-001 -2.3077369e-002
  2.5600000e-001  9.1729429e-001  9.0414694e-001 -2.4068543e-002
  2.6400000e-001  9.1655803e-001  9.0135277e-001 -2.9860689e-002
  2.7200000e-001  9.0642791e-001  8.9856723e-001 -2.6252957e-002
  2.8000000e-001  9.0977588e-001  8.9579030e-001 -2.9425823e-002
  2.8800000e-001  9.0451271e-001  8.9302195e-001 -2.8606980e-002
  2.9600000e-001  8.9591871e-001  8.9026215e-001 -2.4396934e-002
  3.0400000e-001  8.9060922e-001  8.8751089e-001 -2.0474433e-002
  3.1200000e-001  8.9718411e-001  8.8476813e-001 -2.8136323e-002
  3.2000000e-001  8.9180043e-001  8.8203384e-001 -2.8121004e-002
  3.2800000e-001  8.9367275e-001  8.7930800e-001 -2.1158495e-002
  3.3600000e-001  8.9206007e-001  8.7659059e-001 -2.0686300e-002
  3.4400000e-001  8.8026690e-001  8.7388158e-001 -2.3040484e-002
  3.5200000e-001  8.7245218e-001  8.7118093e-001 -3.0022019e-002
  3.6000000e-001  8.7471580e-001  8.6848864e-001 -2.3197260e-002
  3.6800000e-001  8.7945697e-001  8.6580466e-001 -1.9708579e-002
  3.7600000e-001  8.6053148e-001  8.6312898e-001 -1.8943854e-002
  3.8400000e-001  8.6256450e-001  8.6046156e-001 -3.2790142e-002
  3.9200000e-001  8.6814836e-001  8.5780240e-001 -2.9988616e-002
  4.0000000e-001  8.6542471e-001  8.5515144e-001 -2.2970159e-002
  4.0800000e-001  8.6346306e-001  8.5250868e-001 -2.3199745e-002
  4.1600000e-001  8.5438256e-001  8.4987409e-001 -2.1994361e-002
  4.2400000e-001  8.5880831e-001  8.4724764e-001 -2.4288245e-002
  4.3200000e-001  8.5219231e-001  8.4462931e-001 -2.0945148e-002
  4.4000000e-001  8.5069975e-001  8.4201907e-001 -1.9435361e-002
  4.4800000e-001  8.4469416e-001  8.3941689e-001 -1.8973843e-002
  4.5600000e-001  8.4955061e-001  8.3682276e-001 -1.3239516e-002
  4.6400000e-001  8.4180721e-001  8.3423664e-001 -2.1293958e-002
  4.7200000e-001  8.3533178e-001  8.3165852e-001 -2.0942970e-002
  4.8000000e-001  8.2699217e-001  8.2908836e-001 -1.6383802e-002
  4.8800000e-001  8.3055437e-001  8.2652615e-001 -1.9155730e-002
  4.9600000e-001  8.3680987e-001  8.2397185e-001 -1.6982730e-002
  5.0400000e-001  8.3162415e-001  8.2142545e-001 -2.0807529e-002
  5.1200000e-001  8.2904753e-001  8.1888692e-001 -1.7235587e-002
  5.2000000e-001  8.2095920e-001  8.1635623e-001 -1.9280466e-002
  5.2800000e-001  8.2337101e-001  8.1383337e-001 -1.6734853e-002
  5.3600000e-001  8.2011864e-001  8.1131830e-001 -1.7281236e-002
  5.4400000e-001  8.0803984e-001  8.0881100e-001 -1.8393501e-002
  5.5200000e-001  8.0818906e-001  8.0631145e-001 -1.4356196e-002
  5.6000000e-001  8.0929609e-001  8.0381963e-001 -1.7358837e-002
  5.6800000e-001  8.0995319e-001  8.0133550e-001 -1.2433440e-002
  5.7600000e-001  8.0610875e-001  7.9885906e-001 -1.6131946e-002
  5.8400000e-001  8.0755879e-001  7.9639026e-001 -1.4820804e-002
  5.9200000e-001  7.9482794e-001  7.9392910e-001 -1.6218328e-002
  6.0000000e-001  7.9830178e-001  7.9147554e-001 -2.2441682e-002
  6.0800000e-001  7.9146185e-001  7.8902957e-001 -1.9688775e-002
  6.1600000e-001  7.9416584e-001  7.8659115e-001 -2.0569772e-002
  6.2400000e-001  7.9661210e-001  7.8416027e-001 -1.4493092e-002
  6.3200000e-001  7.8357711e-001  7.8173690e-001 -1.1850138e-002
  6.4000000e-001  7.9034578e-001  7.7932102e-001 -1.4976108e-002
  6.4800000e-001  7.8026392e-001  7.7691261e-001 -1.4513004e-002
  6.5600000e-001  7.7362790e-001  7.7451164e-001 -1.1640665e-002
  6.6400000e-001  7.8279679e-001  7.7211809e-001 -1.5423378e-002
  6.7200000e-001  7.7597808e-001  7.6973194e-001 -2.2620739e-002
  6.8000000e-001  7.7939308e-001  7.6735316e-001 -1.3151567e-002
  6.8800000e-001  7.7020211e-001  7.6498173e-001 -1.6802299e-002
  6.9600000e-001  7.6575489e-001  7.6261763e-001 -1.0652737e-002
  7.0400000e-001  7.7292508e-001  7.6026084e-001 -1.4032793e-002
  7.1200000e-001  7.5369038e-001  7.5791133e-001 -1.0767307e-002
  7.2000000e-001  7.5541114e-001  7.5556908e-001 -1.8547555e-002
  7.2800000e-001  7.5877724e-001  7.5323407e-001 -1.1106672e-002
  7.3600000e-001  7.5411045e-001  7.5090628e-001 -1.2588120e-002
  7.4400000e-001  7.6173309e-001  7.4858568e-001 -1.5614105e-002
  7.5200000e-001  7.5879117e-001  7.4627225e-001 -4.6743264e-003
  7.6000000e-001  7.5250426e-001  7.4396597e-001 -1.1568201e-002
  7.6800000e-001  7.4723021e-001  7.4166682e-001 -1.6708609e-002
