 -3.2800000e-001  6.7156384e-001  9.1606035e-001 -1.6334917e-001
 -3.2000000e-001  6.7182201e-001  9.1346138e-001 -1.9823286e-001
 -3.1200000e-001  6.7382033e-001  9.1086979e-001 -1.8963855e-001
 -3.0400000e-001  6.7701845e-001  9.0828555e-001 -1.7970444e-001
 -2.9600000e-001  6.8003453e-001  9.0570864e-001 -1.7131800e-001
 -2.8800000e-001  6.8494088e-001  9.0313905e-001 -1.6435798e-001
 -2.8000000e-001  6.9209731e-001  9.0057674e-001 -1.5857355e-001
 -2.7200000e-001  6.9793472e-001  8.9802171e-001 -1.5288537e-001
 -2.6400000e-001  7.0447908e-001  8.9547392e-001 -1.4721522e-001
 -2.5600000e-001  7.1185157e-001  8.9293336e-001 -1.4202900e-001
 -2.4800000e-001  7.1685902e-001  8.9040001e-001 -1.3592287e-001
 -2.4000000e-001  7.2191858e-001  8.8787385e-001 -1.3065784e-001
 -2.3200000e-001  7.2733537e-001  8.8535485e-001 -1.2468118e-001
 -2.2400000e-001  7.3213113e-001  8.8284300e-001 -1.2083325e-001
 -2.1600000e-001  7.3825718e-001  8.8033828e-001 -1.1754707e-001
 -2.0800000e-001  7.4514974e-001  8.7784066e-001 -1.1336994e-001
 -2.0000000e-001  7.5365433e-001  8.7535013e-001 -1.1048515e-001
 -1.9200000e-001  7.6228911e-001  8.7286666e-001 -1.0596390e-001
 -1.8400000e-001  7.7082828e-001  8.7039024e-001 -1.0281750e-001
 -1.7600000e-001  7.8151964e-001  8.6792085e-001 -9.9305876e-002
 -1.6800000e-001  7.9087079e-001  8.6545846e-001 -9.7198577e-002
 -1.6000000e-001  8.0199349e-001  8.6300306e-001 -9.5640175e-002
 -1.5200000e-001  8.1139481e-001  8.6055462e-001 -9.2724225e-002
 -1.4400000e-001  8.2078694e-001  8.5811313e-001 -8.9408778e-002
 -1.3600000e-001  8.3085812e-001  8.5567857e-001 -8.5728549e-002
 -1.2800000e-001  8.4104817e-001  8.5325092e-001 -8.3282093e-002
 -1.2000000e-001  8.5311954e-001  8.5083015e-001 -8.1056246e-002
 -1.1200000e-001  8.6810905e-001  8.4841625e-001 -8.0128236e-002
