 -1.2800000e-001  9.2685195e-001  7.2835521e-001 -1.3436666e-001
 -1.2000000e-001  9.3663290e-001  7.2678065e-001 -1.0320824e-001
 -1.1200000e-001  9.3303924e-001  7.2520949e-001 -1.0843962e-001
 -1.0400000e-001  9.4625364e-001  7.2364173e-001 -7.8941184e-002
 -9.6000000e-002  9.5252433e-001  7.2207736e-001 -6.8302103e-002
 -8.8000000e-002  9.3834619e-001  7.2051637e-001 -7.3925279e-002
 -8.0000000e-002  9.4945449e-001  7.1895875e-001 -4.7988030e-002
 -7.2000000e-002  9.5130975e-001  7.1740451e-001 -6.3730736e-002
 -6.4000000e-002  9.4549916e-001  7.1585362e-001 -5.6991719e-002
 -5.6000000e-002  9.6356067e-001  7.1430608e-001 -5.0077337e-002
 -4.8000000e-002  9.6684149e-001  7.1276189e-001 -3.3596798e-002
 -4.0000000e-002  9.7430808e-001  7.1122104e-001 -3.9863279e-002
 -3.2000000e-002  9.7336912e-001  7.0968352e-001 -4.4820331e-002
 -2.4000000e-002  9.8399790e-001  7.0814932e-001 -3.4533255e-002
 -1.6000000e-002  9.8185436e-001  7.0661844e-001 -3.4596412e-002
 -8.0000000e-003  1.0000000e+000  7.0509087e-001 -3.7073244e-002
  0.0000000e+000  9.6620334e-001  7.0356660e-001 -3.1880195e-002
  8.0000000e-003  9.7221455e-001  7.0204563e-001 -2.3298568e-002
  1.6000000e-002  9.6421580e-001  7.0052794e-001 -3.8236587e-002
  2.4000000e-002  9.6717679e-001  6.9901354e-001 -3.1972654e-002
  3.2000000e-002  9.6957653e-001  6.9750240e-001 -2.2046683e-002
  4.0000000e-002  9.7377223e-001  6.9599454e-001 -3.4948112e-002
  4.8000000e-002  9.6678845e-001  6.9448994e-001 -8.5545174e-003
  5.6000000e-002  9.5170386e-001  6.9298858e-001 -1.4331261e-002
  6.4000000e-002  9.5536320e-001  6.9149048e-001 -1.2311186e-002
  7.2000000e-002  9.4577402e-001  6.8999561e-001 -3.6144347e-002
  8.0000000e-002  9.3447167e-001  6.8850397e-001 -2.0439127e-002
  8.8000000e-002  9.4350869e-001  6.8701556e-001 -3.7283672e-002
  9.6000000e-002  9.4063724e-001  6.8553037e-001 -2.2251542e-002
  1.0400000e-001  9.3919630e-001  6.8404839e-001 -3.6412432e-002
  1.1200000e-001  9.3001290e-001  6.8256961e-001 -1.0800825e-002
  1.2000000e-001  9.3359777e-001  6.8109402e-001 -1.6769263e-002
  1.2800000e-001  9.1942530e-001  6.7962163e-001 -2.8305885e-002
  1.3600000e-001  9.3632595e-001  6.7815242e-001 -2.3763323e-002
  1.4400000e-001  9.2438345e-001  6.7668639e-001 -1.1535414e-002
  1.5200000e-001  9.1429215e-001  6.7522353e-001 -2.1915221e-002
  1.6000000e-001  9.0211262e-001  6.7376382e-001 -1.7651341e-002
  1.6800000e-001  9.1106527e-001  6.7230728e-001 -1.5895100e-002
  1.7600000e-001  9.0644097e-001  6.7085388e-001 -2.2165642e-002
  1.8400000e-001  9.0613030e-001  6.6940363e-001 -1.9100505e-002
  1.9200000e-001  8.9665469e-001  6.6795651e-001 -3.2106309e-002
  2.0000000e-001  8.7495037e-001  6.6651251e-001 -2.4556842e-002
  2.0800000e-001  8.7688410e-001  6.6507164e-001 -2.4866761e-002
  2.1600000e-001  8.6225032e-001  6.6363389e-001 -8.0719917e-003
  2.2400000e-001  8.8012236e-001  6.6219924e-001 -1.5720020e-002
  2.3200000e-001  8.8437966e-001  6.6076770e-001 -1.4116570e-002
  2.4000000e-001  8.5629532e-001  6.5933925e-001 -1.4510572e-002
  2.4800000e-001  8.6874467e-001  6.5791388e-001 -1.8739330e-002
  2.5600000e-001  8.7194951e-001  6.5649160e-001 -3.5954067e-002
