  0.0000000e+000  9.8165926e-001  1.0000000e+000
  8.0000000e-003  9.8988428e-001  9.9999769e-001
  1.6000000e-002  9.8384488e-001  9.9999078e-001
  2.4000000e-002  9.8898186e-001  9.9997937e-001
  3.2000000e-002  9.9356122e-001  9.9996359e-001
  4.0000000e-002  1.0000000e+000  9.9994353e-001
  4.8000000e-002  9.9495662e-001  9.9991929e-001
  5.6000000e-002  9.8153231e-001  9.9989092e-001
  6.4000000e-002  9.8741871e-001  9.9985845e-001
  7.2000000e-002  9.7960344e-001  9.9982191e-001
  8.0000000e-002  9.6997187e-001  9.9978134e-001
  8.8000000e-002  9.8145180e-001  9.9973678e-001
  9.6000000e-002  9.8056259e-001  9.9968826e-001
  1.0400000e-001  9.8115947e-001  9.9963584e-001
  1.1200000e-001  9.7364868e-001  9.9957954e-001
  1.2000000e-001  9.7949717e-001  9.9951941e-001
  1.2800000e-001  9.6669596e-001  9.9945549e-001
  1.3600000e-001  9.8657611e-001  9.9938785e-001
  1.4400000e-001  9.7608080e-001  9.9931656e-001
  1.5200000e-001  9.6749489e-001  9.9924168e-001
  1.6000000e-001  9.5665318e-001  9.9916330e-001
  1.6800000e-001  9.6821840e-001  9.9908150e-001
  1.7600000e-001  9.6536921e-001  9.9899637e-001
  1.8400000e-001  9.6710726e-001  9.9890799e-001
  1.9200000e-001  9.5904568e-001  9.9881645e-001
  2.0000000e-001  9.3783744e-001  9.9872184e-001
  2.0800000e-001  9.4192520e-001  9.9862426e-001
  2.1600000e-001  9.2819166e-001  9.9852379e-001
  2.2400000e-001  9.4946165e-001  9.9842053e-001
  2.3200000e-001  9.5609973e-001  9.9831457e-001
  2.4000000e-001  9.2772252e-001  9.9820602e-001
  2.4800000e-001  9.4322816e-001  9.9809498e-001
  2.5600000e-001  9.4873740e-001  9.9798156e-001
  2.6400000e-001  9.3097778e-001  9.9786586e-001
  2.7200000e-001  9.2562061e-001  9.9774801e-001
  2.8000000e-001  9.2559384e-001  9.9762811e-001
  2.8800000e-001  9.1721748e-001  9.9750626e-001
  2.9600000e-001  9.2538634e-001  9.9738259e-001
  3.0400000e-001  9.2198522e-001  9.9725721e-001
  3.1200000e-001  9.1501519e-001  9.9713021e-001
  3.2000000e-001  9.0662822e-001  9.9700173e-001
  3.2800000e-001  8.9598267e-001  9.9687185e-001
  3.3600000e-001  8.9640444e-001  9.9674070e-001
  3.4400000e-001  9.2108767e-001  9.9660838e-001
  3.5200000e-001  8.8961468e-001  9.9647502e-001
  3.6000000e-001  8.9841380e-001  9.9634071e-001
  3.6800000e-001  8.8365633e-001  9.9620558e-001
  3.7600000e-001  8.8910358e-001  9.9606973e-001
  3.8400000e-001  9.0630009e-001  9.9593328e-001
  3.9200000e-001  8.9982331e-001  9.9579633e-001
  4.0000000e-001  8.6967139e-001  9.9565898e-001
  4.0800000e-001  8.5968952e-001  9.9552134e-001
  4.1600000e-001  8.7660725e-001  9.9538352e-001
  4.2400000e-001  8.8475792e-001  9.9524561e-001
  4.3200000e-001  8.5526852e-001  9.9510770e-001
  4.4000000e-001  8.6177007e-001  9.9496991e-001
  4.4800000e-001  8.6410717e-001  9.9483232e-001
  4.5600000e-001  8.6897234e-001  9.9469503e-001
